"AreaName","ReportTime","TargetTime","DailyWeather__SubAreaName","DailyWeather__DetailWeather__TargetTime","DailyWeather__DetailWeather__WeatherInfo","DailyWeather__DetailWeather__WindInfo","DailyWeather__DetailWeather__WaveInfo","RainyRate__SubAreaName","RainyRate__DetailRainy__TargetTime","RainyRate__DetailRainy__Percent","RainyRate__DetailRainy__Condition","Temperature__SubAreaName","Temperature__DetailTemperature__MinimumTemperature","Temperature__DetailTemperature__DaytimeTemperature"
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島北部","2025-02-17T15:00:00","くもり後時々晴れ","北の風　やや強く　後　西の風　強く　新島　では　後　西の風　非常に強く","３メートル　ただし　新島　では　４メートル　後　３メートル","東京地方","2025-02-18T03:00:00","10","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島北部","2025-02-18T15:00:00","くもり時々晴れ","西の風　強く　後　やや強く","２．５メートル　ただし　新島　では　３メートル","東京地方","2025-02-18T09:00:00","10","雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島南部","2025-02-17T02:00:00","晴れ時々くもり","西の風　強く　後　非常に強く","４メートル　後　５メートル","伊豆諸島北部","2025-02-17T03:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島南部","2025-02-17T15:00:00","くもり","西の風　強く　三宅島　では　後　西の風　非常に強く","５メートル　後　４メートル","伊豆諸島北部","2025-02-17T09:00:00","10","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島南部","2025-02-18T15:00:00","くもり","西の風　強く","５メートル　後　４メートル　ただし　三宅島　では　４メートル","伊豆諸島北部","2025-02-17T15:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","小笠原諸島","2025-02-17T02:00:00","くもり後晴れ","北西の風　強く　後　やや強く","３メートル","伊豆諸島北部","2025-02-17T21:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","小笠原諸島","2025-02-17T15:00:00","くもり時々晴れ","北西の風　やや強く","３メートル　後　４メートル　うねり　を伴う","伊豆諸島北部","2025-02-18T03:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","小笠原諸島","2025-02-18T15:00:00","くもり時々晴れ","北西の風　やや強く","４メートル","伊豆諸島北部","2025-02-18T09:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-17T03:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-17T09:00:00","10","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-17T15:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-17T21:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-18T03:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","伊豆諸島南部","2025-02-18T09:00:00","20","雨か雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-17T03:00:00","20","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-17T09:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-17T15:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-17T21:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-18T03:00:00","10","雨","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","","","","","","小笠原諸島","2025-02-18T09:00:00","10","雨","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","胆振地方","2025-02-17T02:00:00","くもり","北西の風　後　北の風　海上　では　北西の風　やや強く","１メートル　後　１．５メートル","胆振地方","2025-02-17T03:00:00","10","雪","室蘭","-3","5"
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","胆振地方","2025-02-17T15:00:00","くもり時々晴れ","北の風　やや強く　後　北西の風","１．５メートル","胆振地方","2025-02-17T09:00:00","20","雪","浦河","-4","5"
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","胆振地方","2025-02-18T15:00:00","くもり時々晴れ","北の風","１．５メートル　後　１メートル","胆振地方","2025-02-17T15:00:00","20","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","日高地方","2025-02-17T02:00:00","くもり","北西の風　後　北の風　海上　では　北西の風　やや強く","１メートル　後　１．５メートル","胆振地方","2025-02-17T21:00:00","20","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","日高地方","2025-02-17T15:00:00","晴れ時々くもり","北の風　後　北西の風　海上　では　北西の風　やや強く","２メートル","胆振地方","2025-02-18T03:00:00","20","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","日高地方","2025-02-18T15:00:00","くもり時々晴れ","西の風","２メートル","胆振地方","2025-02-18T09:00:00","20","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-17T03:00:00","10","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-17T09:00:00","20","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-17T15:00:00","10","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-17T21:00:00","10","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-18T03:00:00","10","雪","","",""
"胆振・日高地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","日高地方","2025-02-18T09:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","くもり後雪","南の風　やや強く　後　北の風","null","北部","2025-02-17T03:00:00","50","雪","長野","-3","8"
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","雪時々止む","北の風","null","北部","2025-02-17T09:00:00","60","雪","松本","-6","9"
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","雪時々止む","北東の風　後　北の風","null","北部","2025-02-17T15:00:00","50","雪","諏訪","-6","7"
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中部","2025-02-17T02:00:00","くもり時々晴れ","南の風　やや強く　後　北の風","null","北部","2025-02-17T21:00:00","40","雪","飯田","-4","6"
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中部","2025-02-17T15:00:00","晴れ後くもり","南の風　後　北の風","null","北部","2025-02-18T03:00:00","50","雪","軽井沢","-8","6"
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中部","2025-02-18T15:00:00","くもり時々晴れ","北の風　後　北西の風","null","北部","2025-02-18T09:00:00","60","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","雪後くもり","南の風　やや強く　後　北の風","null","中部","2025-02-17T03:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","晴れ後くもり","南の風","null","中部","2025-02-17T09:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","くもり時々晴れ","南の風　後　西の風","null","中部","2025-02-17T15:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","中部","2025-02-17T21:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","中部","2025-02-18T03:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","中部","2025-02-18T09:00:00","20","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T03:00:00","50","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T09:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T15:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T21:00:00","10","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T03:00:00","20","雪","","",""
"長野県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T09:00:00","20","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中・西部","2025-02-17T02:00:00","晴れ時々くもり","北西の風　やや強く","null","中・西部","2025-02-17T03:00:00","10","雨か雪","甲府","-2","14"
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中・西部","2025-02-17T15:00:00","晴れ","北西の風　後　やや強く","null","中・西部","2025-02-17T09:00:00","10","雪","河口湖","-7","10"
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中・西部","2025-02-18T15:00:00","晴れ時々くもり","南の風　後　北西の風","null","中・西部","2025-02-17T15:00:00","0","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部・富士五湖","2025-02-17T02:00:00","晴れ時々くもり","西の風　やや強く","null","中・西部","2025-02-17T21:00:00","0","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部・富士五湖","2025-02-17T15:00:00","晴れ","西の風","null","中・西部","2025-02-18T03:00:00","10","雪か雨","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部・富士五湖","2025-02-18T15:00:00","晴れ時々くもり","西の風","null","中・西部","2025-02-18T09:00:00","10","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-17T03:00:00","10","雨か雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-17T09:00:00","0","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-17T15:00:00","0","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-17T21:00:00","0","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-18T03:00:00","10","雪","","",""
"山梨県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東部・富士五湖","2025-02-18T09:00:00","10","雪","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島中南部","2025-02-17T02:00:00","晴れ","北の風　やや強く","２．５メートル","本島中南部","2025-02-17T03:00:00","10","雨","那覇","14","20"
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島中南部","2025-02-17T15:00:00","くもり","北の風　やや強く","２．５メートル　後　３メートル　うねり　を伴う","本島中南部","2025-02-17T09:00:00","10","雨","名護","13","20"
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島中南部","2025-02-18T15:00:00","くもり時々晴れ","北の風　やや強く　後　北東の風","３メートル　後　２メートル　うねり　を伴う","本島中南部","2025-02-17T15:00:00","10","雨","久米島","14","20"
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島北部","2025-02-17T02:00:00","晴れ","北の風　やや強く","２．５メートル","本島中南部","2025-02-17T21:00:00","20","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島北部","2025-02-17T15:00:00","くもり","北の風　やや強く","２．５メートル　後　３メートル　うねり　を伴う","本島中南部","2025-02-18T03:00:00","30","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","本島北部","2025-02-18T15:00:00","くもり時々晴れ","北の風　やや強く　後　北東の風","３メートル　後　２メートル　うねり　を伴う","本島中南部","2025-02-18T09:00:00","30","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","久米島","2025-02-17T02:00:00","晴れ","北の風　やや強く","２．５メートル","本島北部","2025-02-17T03:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","久米島","2025-02-17T15:00:00","くもり","北の風　やや強く","２．５メートル　後　３メートル　うねり　を伴う","本島北部","2025-02-17T09:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","久米島","2025-02-18T15:00:00","くもり時々晴れ","北の風　やや強く　後　北東の風","３メートル　後　２メートル　うねり　を伴う","本島北部","2025-02-17T15:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","本島北部","2025-02-17T21:00:00","20","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","本島北部","2025-02-18T03:00:00","30","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","本島北部","2025-02-18T09:00:00","30","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-17T03:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-17T09:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-17T15:00:00","10","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-17T21:00:00","20","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-18T03:00:00","30","雨","","",""
"沖縄本島地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","久米島","2025-02-18T09:00:00","30","雨","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","上川地方","2025-02-17T02:00:00","雪後くもり","北東の風","null","上川地方","2025-02-17T03:00:00","30","雪","旭川","-15","0"
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","上川地方","2025-02-17T15:00:00","くもり","北の風　後　南の風","null","上川地方","2025-02-17T09:00:00","20","雪","留萌","-8","2"
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","上川地方","2025-02-18T15:00:00","くもり一時雪","北の風　後　南東の風","null","上川地方","2025-02-17T15:00:00","10","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","留萌地方","2025-02-17T02:00:00","くもり","北東の風　海上　では　北の風　やや強く","１メートル　後　２メートル","上川地方","2025-02-17T21:00:00","10","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","留萌地方","2025-02-17T15:00:00","くもり後一時雪","北の風　後　西の風　やや強く　海上　では　後　北西の風　強く","２メートル　後　３メートル","上川地方","2025-02-18T03:00:00","20","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","留萌地方","2025-02-18T15:00:00","くもり時々雪","北の風　やや強く","４メートル　後　３メートル","上川地方","2025-02-18T09:00:00","30","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-17T03:00:00","10","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-17T09:00:00","10","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-17T15:00:00","20","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-17T21:00:00","30","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-18T03:00:00","50","雪","","",""
"上川・留萌地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","留萌地方","2025-02-18T09:00:00","50","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","くもり時々晴れ","西の風　やや強く","null","北部","2025-02-17T03:00:00","20","雪か雨","奈良","0","11"
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","くもり時々晴れ","西の風","null","北部","2025-02-17T09:00:00","20","雪か雨","風屋","1","10"
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","くもり","西の風","null","北部","2025-02-17T15:00:00","20","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","くもり時々晴れ","南の風","null","北部","2025-02-17T21:00:00","10","雪か雨","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","くもり時々晴れ","北の風　後　南の風","null","北部","2025-02-18T03:00:00","10","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","くもり","南の風","null","北部","2025-02-18T09:00:00","20","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T03:00:00","20","雪か雨","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T09:00:00","20","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T15:00:00","20","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T21:00:00","10","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T03:00:00","10","雪","","",""
"奈良県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T09:00:00","20","雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","くもり時々晴れ","北西の風　やや強く　海上　では　北西の風　強く","２メートル","北部","2025-02-17T03:00:00","10","雨か雪","和歌山","3","12"
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","くもり時々晴れ","北西の風　やや強く　海上　では　北西の風　強く","２メートル","北部","2025-02-17T09:00:00","10","雪か雨","潮岬","3","13"
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","くもり時々晴れ","北西の風　やや強く","２メートル　後　１．５メートル","北部","2025-02-17T15:00:00","20","雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","晴れ時々くもり","北西の風　やや強く　海上　では　北西の風　強く","２．５メートル　後　３メートル","北部","2025-02-17T21:00:00","10","雪か雨","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","晴れ時々くもり","北西の風　やや強く　海上　では　北西の風　強く","３メートル　後　２．５メートル","北部","2025-02-18T03:00:00","10","雪か雨","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","晴れ時々くもり","北西の風　やや強く　後　西の風","２．５メートル　後　１．５メートル","北部","2025-02-18T09:00:00","20","雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T03:00:00","0","雨か雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T09:00:00","10","雪か雨","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T15:00:00","20","雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T21:00:00","10","雪か雨","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T03:00:00","10","雨か雪","","",""
"和歌山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T09:00:00","10","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","渡島地方","2025-02-17T02:00:00","くもり後一時雪","北西の風　後　やや強く　渡島西部　では　後　北西の風　非常に強く","１．５メートル　後　５メートル","渡島地方","2025-02-17T03:00:00","30","雪か雨","函館","-4","6"
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","渡島地方","2025-02-17T15:00:00","くもり時々雪","北西の風　はじめ　やや強く　渡島西部　では　はじめ　北西の風　非常に強く","５メートル　後　３メートル","渡島地方","2025-02-17T09:00:00","40","雪","江差","-2","5"
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","渡島地方","2025-02-18T15:00:00","くもり一時雪","西の風　後　北西の風","３メートル","渡島地方","2025-02-17T15:00:00","60","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","檜山地方","2025-02-17T02:00:00","くもり後雪","北西の風　後　非常に強く","１．５メートル　後　５メートル","渡島地方","2025-02-17T21:00:00","30","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","檜山地方","2025-02-17T15:00:00","暴風雪","北西の風　非常に強く　後　やや強く","５メートル　後　３メートル","渡島地方","2025-02-18T03:00:00","30","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","檜山地方","2025-02-18T15:00:00","くもり時々雪","北西の風　やや強く　後　北の風　やや強く","３メートル","渡島地方","2025-02-18T09:00:00","20","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-17T03:00:00","30","雪か雨","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-17T09:00:00","60","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-17T15:00:00","60","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-17T21:00:00","50","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-18T03:00:00","40","雪","","",""
"渡島・檜山地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","檜山地方","2025-02-18T09:00:00","30","雪","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","熊本地方","2025-02-17T02:00:00","晴れ後くもり","北西の風　後　西の風　熊本市　では　北西の風　やや強く","１メートル　後　１．５メートル","熊本地方","2025-02-17T03:00:00","0","雨か雪","熊本","1","10"
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","熊本地方","2025-02-17T15:00:00","くもり時々晴れ","北の風　後　北西の風　海上　では　北西の風　やや強く","１メートル","熊本地方","2025-02-17T09:00:00","10","雪","阿蘇乙姫","-3","6"
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","熊本地方","2025-02-18T15:00:00","晴れ時々くもり","西の風","１メートル　後　０．５メートル","熊本地方","2025-02-17T15:00:00","10","雪","牛深","4","11"
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","阿蘇地方","2025-02-17T02:00:00","晴れ時々くもり","西の風　後　やや強く","null","熊本地方","2025-02-17T21:00:00","10","雪か雨","人吉","1","10"
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","阿蘇地方","2025-02-17T15:00:00","くもり時々晴れ","西の風","null","熊本地方","2025-02-18T03:00:00","10","雪か雨","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","阿蘇地方","2025-02-18T15:00:00","晴れ時々くもり","西の風","null","熊本地方","2025-02-18T09:00:00","10","雪","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","天草・芦北地方","2025-02-17T02:00:00","晴れ後くもり","北西の風　やや強く　天草地方　では　北西の風　強く","２．５メートル　ただし　芦北地方　では　１メートル　後　１．５メートル","阿蘇地方","2025-02-17T03:00:00","0","雪か雨","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","天草・芦北地方","2025-02-17T15:00:00","くもり時々晴れ","北西の風　やや強く","２．５メートル　ただし　芦北地方　では　１メートル","阿蘇地方","2025-02-17T09:00:00","10","雪","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","天草・芦北地方","2025-02-18T15:00:00","晴れ時々くもり","北西の風","２．５メートル　後　２メートル　ただし　芦北地方　では　１メートル　後　０．５メートル","阿蘇地方","2025-02-17T15:00:00","10","雪","","",""
"熊本県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","球磨地方","2025-02-17T02:00:00","晴れ","西の風","null","阿蘇地方","2025-02-17T21:00:00","10","雪","","",""
